10-03-2015;Occidental;00:00-11:59;[D1, D2];12:00-23:59;[D1, C1, D2]
10-03-2015;Oriental;00:00-11:59;[C20, D20, C31];12:00-23:59;[C20, D30, C31]
07-04-2015;Oriental;00:00-11:59;[D20, D19, D18];12:00-23:59;[D20, C20, D19]
07-04-2015;Occidental;00:00-11:59;[H8, J14, F7];12:00-23:59;[H8, G8, F8]
